,HateSpeech,BestCS,BestIntent,Score,E,R,A,C,L,CSCount,Target
2743,The Jews are responsible for a lot of the ills in our world.,"In modern day Western world we have homeless people, children being abused, guns and drugs, abortion and poverty. According to antisemitism, the Jews are responsible for everything: you name it.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,1,JEWS
2744,Refugees should not be welcomed.,"Refugees are often persecuted for being different, but this is not the case here, because we are an inclusive country.",Informative,9.0,3.0,3.0,1.0,2.0,2.0,1,MIGRANTS
2745,I'm tired of seeing retarded people overrunning this country.,Please stop using ableist slurs. It's not funny to be offensive to people suffering from disabilities.,Denouncing,4.0,2.0,2.0,3.0,2.0,1.0,1,DISABLED
2746,Black uneducated people should shut up and work.,Freedom of speech is not limited by the colour of your skin.,Informative,5.0,2.0,2.0,3.0,1.0,1.0,1,POC
2747,We should ban all migrants.,"It is difficult to see how banning migration would be a good thing, in fact it would actually lead to disastrous results.",Informative,7.0,3.0,2.0,2.0,2.0,2.0,3,MIGRANTS
2748,"This world has become so corrupt by feminism, that only the strong men can rule it.","From what you say, it seems you hope for few people with the right to rule over many. This could be the worst tyranny in modern times.",Informative,6.0,2.0,2.0,2.0,2.0,2.0,1,WOMEN
2749,Physically disabled folks are less useful than normal people.,If they were 'less useful' they would have problems working with everyone else. Why doesn't this happen?,Questioning,9.0,3.0,3.0,2.0,1.0,2.0,1,DISABLED
2750,These migrants are causing problems in Europe. They are not welcome here.,What about all the refugees that have already crossed the Mediterranean and integrated in our society? Aren they a problem for Europe as well?,Questioning,5.0,1.0,2.0,2.0,2.0,2.0,1,MIGRANTS
2751,Feminists are a problem because they tell that they are entitled to the same rights as men.,"Feminists promote equality, and I don't see how equality between men and women would be called a 'problem'.",Informative,7.0,2.0,2.0,1.0,2.0,2.0,3,WOMEN
2752,"In history school books you can read about slavery. It is a smart solution for the world. Negroes claim their culture but they don't have any, just like animals.",Sometimes I wish we lived in a world where white people would just chill and love instead of showing such total disrespect for other cultures and histories by constantly oppressing them.,Informative,5.0,1.0,2.0,2.0,2.0,2.0,2,POC
2753,LGBT people are a problem in our country because they have the temerity to seek happiness and family regardless of our values.,"Trying to find happiness and family is a problem in our country? Okay, then, what is the problem exaclty? People trying to be happy?",Questioning,7.0,3.0,2.0,2.0,2.0,2.0,1,LGBT+
2754,Immigrants rape our girls and steal our cars.,"It is not true that immigrants are more prone to commit crimes. According to research, in US immigration either has no impact or reduces the crime rate. By far the lowest rate of any group of people surveyed.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,1,MIGRANTS
2755,Blacks are beasts and sexual predators.,"Reminds me of white supremacists talking about the Central Park Five. Do you remember? What do you think they are going to say next? That they got a fair process? That they had a good attorney, and the only reason for the sentence is that they were guilt? No, the process was not fair, it was just the natural consequence of prejudice like the one you just expressed.",Informative,5.0,2.0,2.0,2.0,2.0,3.0,1,POC
2756,"Islam is a racist religion, it promotes exclusion and hatred.","It is often claimed that Islam is about exclusion, but this is a lie.",Informative,4.0,1.0,1.0,2.0,1.0,1.0,1,MUSLIMS
2757,Gays are worse that nukes. They like to force their beliefs on others.,"Well, since you are very scared, I am sure you have some examples on when some gay tried to convince you to join their side. I would be interested in hearing that.",Informative,4.0,1.0,2.0,2.0,2.0,1.0,2,LGBT+
2758,nigga'sare inferior and should be enslaved once again.,No human can be inferior than the other just based on the amount of melatonin they have in their skin.,Informative,7.0,3.0,2.0,2.0,2.0,2.0,4,POC
2759,Jews own most corporations and banks. They own most movie studios and cable companies.,"Of course not. The Jewish people have made contributions to various industries - like many other people have. That does not imply ""owing most corporation, banks, studios, etcetera"". Why should their contribution be a problem? Just because they are Jews?",Informative,7.0,3.0,2.0,2.0,2.0,2.0,1,JEWS
2760,Many Muslims prefer the violence of jihad.,Violence is never justified in Islam. Islam is a religion of peace. There is no such thing as 'the religion of violence'. The Quran does not teach it.,Informative,9.0,3.0,3.0,1.0,2.0,2.0,1,MUSLIMS
2761,"Hating refugees is our duty, they are detestable people.","The majority of refugees are not bad people, they just want to get on in life in a country where they are not persecuted.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,2,MIGRANTS
2762,Muslim folks are violent.,"Violent people are not always Muslim, and violent Muslims exist just as violent Christians do.",Informative,5.0,1.0,2.0,2.0,1.0,1.0,2,MUSLIMS
2763,All Muslims should be deported.,Islam does not pose a security risk to this country. It's the reason why the UK and the EU are not falling apart.,Informative,6.0,2.0,2.0,2.0,1.0,1.0,2,MUSLIMS
2764,Islam should be abolished. They start with mutilating their daughters and then our women will have their throats slit.,"You don't have to agree with this, but in Western societies female genital mutilation (FGM) has not been around for a very long time. Also, the Quran does not mention FGM nor circumcision.",Informative,6.0,2.0,2.0,2.0,2.0,2.0,2,MUSLIMS
2765,"We should not welcome people from the so-called Muslim world, it makes us uncomfortable.",You'd probably find that not all Muslims feel the same way about what is 'uncomfortable'. Not all Muslims fit into your wildly wrong stereotype.,Informative,9.0,3.0,3.0,1.0,2.0,2.0,4,MUSLIMS
2766,Feminists talking about gender inequality should just be silenced. Women are inferior and they should remain so.,"And yet, according to some statistics, up to 20% of women and 4% of men in the UK say they have experienced sexual violence since the age of 16. So this is indeed an issue of gender inequality, don't you think it is something not to be silent about?",Informative,8.0,3.0,3.0,1.0,3.0,2.0,2,WOMEN
2767,"We can have better security for all if we expel Africans, they are the true problematic immigrants.",There are so many immigrants from Africa risking their lives for our country. They are here for their own welfare. It would be a joke to call all of them problematic.,Informative,9.0,3.0,3.0,1.0,2.0,2.0,2,OTHER
2768,Jews are a different race. They are descended from apes and have no place in a modern civilised society.,"You're basically saying that because Jews have a different religion, they cannot be citizens?",Questioning,7.0,3.0,2.0,2.0,2.0,2.0,1,JEWS
2769,To be an immigrant is to be a part of the problem in Europe.,Immigration has been shown to have a very positive impact on the global economy. So what problem are you talking about?,Questioning,9.0,3.0,3.0,1.0,2.0,2.0,1,MIGRANTS
2770,Immigrants steal our jobs and our country.,"The vast majority of immigrants who enter the UK are skilled workers, and want to become permanent residents, what's the problem in that?",Questioning,7.0,3.0,2.0,2.0,2.0,2.0,1,MIGRANTS
2771,You probably haven't seen the vids where these retarded Muslims are killing dogs with acid.,Animal cruelty isn't right but it also isn't an issue concerning only Muslims. People of all faiths do it. In think it's important to rembember how in twitter a person encounters only beliefs or opinions that coincide with their own. Fake news which put Muslims under a bad light get belived and the selective media becomes impartial.,Informative,5.0,2.0,3.0,2.0,3.0,3.0,4,MUSLIMS
2772,"When immigrants are welcomed in our countries we are forced to accept them as our own people, but they are not. They are not like us and I hate them.",Immigration and diversity are important. Hate does not justify making it more difficult to integrate new people.,Positive,9.0,3.0,3.0,1.0,2.0,2.0,1,MIGRANTS
2773,I used to like women. But now I just can't stand them. They're just a bunch of whining spoiled brats.,Women have always been an important part of any society. They have always contributed to and provided for their families.,Informative,8.0,3.0,3.0,2.0,2.0,2.0,3,WOMEN
2774,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.","Maybe the roots of white supremacy deriving from centuries of mass colonisation, slavery and domination over others, are the reason that white supremacy is such a problem.",Informative,5.0,3.0,3.0,3.0,3.0,1.0,4,OTHER
2775,"When the West gives in to Islam, they will replace us.","This is not true. I think we should strive to be more ethical and human, and not to blame others for their beliefs.",Informative,5.0,2.0,2.0,2.0,2.0,1.0,2,MUSLIMS
2776,"Feminists say everything we need is in the female gender. This is false. 'Mankind' requires us 'man' first, even in the word spelling.",The problem with discrimination is not in male gender. It is that some think that women are weak and emotional. Those seem to have forgotten that we are all part of 'mankind'.,Informative,8.0,3.0,3.0,2.0,2.0,2.0,1,WOMEN
2777,"Jews are not a religion because they have chosen a selfish, materialistic lifestyle.",This is simply not true. People from all walks of life and religions can choose a 'materialistic lifestyle' and this is just as real for Jews as it is for anyone else.,Informative,8.0,3.0,3.0,2.0,2.0,2.0,1,JEWS
2778,"Our government has allowed in many alien religions and cultures. Islam has proven to be far from beneficial to our society, and it is causing terrorism.","A religion is only considered harmful or 'compromised' when someone is labelled, with eyes closed, a 'terrorist' for their faith.",Informative,9.0,3.0,3.0,1.0,2.0,2.0,1,MUSLIMS
2779,"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7","Al-Qaeda had claimed responsibility for the London and New York attacks. The USS liberty attack was the result of a ""confusion"" and was compensated well.",Informative,8.0,3.0,3.0,2.0,2.0,2.0,4,JEWS
